tweet id,sentiment,target,annotator id,comment,dispute
10336291837,positive,hcr,nweaver,"use of 'damn' seems negative, but tags and having a majority is positive",
10338317329,positive, hcr,nweaver,"neutral tweet, but positive tag",
10339084846,positive, liberals,nweaver,sarcasm,
10344351470,positive, hcr,nweaver,,
10408371485,positive, hcr,nweaver,could be sarcasm,
10434978368,positive, hcr,nweaver,,
10440331957,positive,obama,nweaver,,
10105170136,negative,hcr,snuon,,
10124922629,negative,hcr,snuon,,
10132436187,negative,hcr,snuon,,
10101987109,neutral,hcr,snuon,,
10104744293,neutral,hcr,snuon,,
10115722587,neutral,other,snuon,,
10136390372,neutral,hcr,snuon,,
10108098658,positive,hcr,snuon,,
10111771545,positive,dems,snuon,,
10111987103,positive,hcr,snuon,,
10112020416,positive,dems,snuon,,
10112108535,positive,dems,snuon,,
10112354278,positive,dems,snuon,,
10112804838,positive,dems,snuon,,
10113440838,positive,dems,snuon,,
10129883818,positive,hcr,snuon,,
10132667040,positive,hcr,snuon,,
10139130243,positive,hcr,snuon,,
10124086613,negative,gop,snuon,,
10138735177,neutral,hcr,snuon,,
10053921552,positive,hcr,speriosu,,
10054451485,negative,gop,speriosu,,
10056649820,positive,hcr,speriosu,,
10059163101,negative,gop,speriosu,,
10072926087,negative,liberals,speriosu,,
10074783718,negative,conservatives,speriosu,,
10074947182,negative,liberals,speriosu,,
10076523398,neutral,gop,speriosu,,
10077598554,neutral,other,speriosu,,
10078032158,negative,gop,speriosu,,
10053210603,negative,liberals,squeak,,
10053886293,positive,hcr,squeak,,
10053953664,negative,obama,squeak,,
10057824029,negative,hcr,squeak,,
10059031479,negative,conservatives,squeak,,
10061933291,negative,hcr,squeak,,
10071482981,negative,gop,squeak,,
10076046622,negative,liberals,squeak,,
10078427587,negative,obama,squeak,,
10078758212,neutral,hcr,squeak,,
10082210680,neutral,hcr,squeak,,
10083131674,negative,liberals,squeak,,
10083159385,positive,hcr,squeak,,
10084768502,positive,hcr,squeak,,
10085608020,negative,hcr,squeak,,
10086971195,positive,other,squeak,,
10087027780,positive,hcr,squeak,,
10088097596,negative,hcr,squeak,,
10253786986,neutral,hcr,squeak,,
10256483746,negative,gop,squeak,,
10259474425,neutral,other,squeak,,
10329853264,positive,obama,squeak,,
10341131861,neutral,hcr,squeak,,
10343491424,neutral,other,squeak,,
10344172667,negative,liberals,squeak,,
10382149794,negative,gop,squeak,,
10503149272,positive,hcr,squeak,,
10519534680,neutral,other,squeak,,
10519914433,negative,obama,squeak,,
10527277601,positive,hcr,squeak,,
10527580130,positive ,hcr,squeak,,
10528621223,negative,gop,squeak,,
10530995251,negative,gop,squeak,,
10531323232,negative,dems,squeak,,
10532646283,positive,dems,squeak,,
10568957122,neutral,hcr,squeak,,
10569000612,neutral,hcr,squeak,,
10571076898,negative,dems,squeak,,
10571342247,negative,dems,squeak,,
10571345258,negative,dems,squeak,,
10574026962,negative,dems,squeak,,
10574396884,neutral,other,squeak,,
10604930286,negative,dems,squeak,,
10606525807,negative,obama,squeak,,
10618960246,neutral,other,squeak,,
10639413350,negative,hcr,squeak,,
10639690812,negative,hcr,squeak,,
10651506029,negative,liberals,squeak,,
10651681876,negative,gop,squeak,,
10651751500,positive,hcr,squeak,,
10654068609,neutral,hcr,squeak,,
10654097519,negative,dems,squeak,,
10654658480,positive,gop,squeak,,
10655504425,neutral,hcr,squeak,,
10656856286,neutral,other,squeak,,
10001651951, negative, hcr,sreed,,
9953672079,irrelevant,other,sreed,it's an advertisment,
10084235928,irrelevant,other,sreed,???,
9953478849,negative,hcr,sreed,,
9954225461,negative, gop,sreed,,
9962479155,negative, hcr,sreed,mean simile,
9995264122,negative, dems,sreed,,
9995428243,negative,obama,sreed,,
9998850730,negative, gop,sreed,,
9999815009,negative,obama,sreed,,
10001823678,negative,gop,sreed,,
10007254377,negative, liberals,sreed,,
10031685672,negative, dems,sreed,,
10237278053,negative, hcr,sreed,,I believe this is positive towards HCR
9968612604,neutral  , hcr,sreed,,
9953041852,positive, gop,sreed,"could be negative, but has a positive review",
9997966021,positive, gop,sreed,,
10000125516,positive,conservatives,sreed,maybe negative,
10233691334,positive, dems,sreed,,
10237213889,positive, hcr,sreed,,
9940994349,negative,gop,tdavis,,
9946057301,negative,other,tdavis,,
9947292394,negative,obama,tdavis,,
9961774950,negative,obama,tdavis,,
9975112784,negative,gop,tdavis,,
9977541511,negative,gop,tdavis,,
9979033977,negative,obama,tdavis,,
9984002264,negative,hcr,tdavis,,
9986198954,negative,hcr,tdavis,,
9995364707,negative,gop,tdavis,sarcasm,
9998765891,negative,conservatives,tdavis,,
10000480583,negative,obama,tdavis,,
10006561897,negative,obama,tdavis,,
9929352133,positive,hcr,tdavis,,
9936108866,positive,hcr,tdavis,,
9960582848,positive,hcr,tdavis,,
9969012693,positive,hcr,tdavis,,
9986922948,positive,obama,tdavis,,
10003682209,positive,hcr,tdavis,,
10227786480,positive,hcr,tdavis,,
9953243624,positive, hcr,Thanna,,
9938598085, negative, other,Thanna,,
9938786804, negative, hcr,Thanna,,
9940688653, negative, gop,Thanna,,
9941958203, negative,obama,Thanna,,
9945738509, negative, hcr,Thanna,,
9947211719, negative, gop,Thanna,,
9948813461, negative,obama,Thanna,,
9952134555, negative, other,Thanna,,
9953186612, negative, other,Thanna,,
9958145042, negative,obama,Thanna,,
9934796169, neutral, hcr,Thanna,,
9937744264, neutral, hcr,Thanna,,
9937923198, neutral, hcr,Thanna,,
9938849391, neutral, hcr,Thanna,,
9939410084, neutral, other,Thanna,,
9946256587, neutral, hcr,Thanna,,
9955359654,positive, hcr,Thanna,,
9955571029,positive, hcr,Thanna,,
9959863595,positive, hcr,Thanna,,
9948274981,negative,stupak,Thanna,,
9845132245,irrelevant, other,twright,,
9651973635, negative,obama,twright,,
9834692682, negative, conservatives,twright,,
9836083776, negative, hcr,twright,,
9836208371, negative, conservatives,twright,,
9837474744, negative, conservatives,twright,,
9839825900, negative, conservatives,twright,,
9841649476, negative,other,twright,,
9841866709, negative, other,twright,"Negative about John McCain, but I can't tell if McCain is with conservatives generally in this context or failing to toe the conservative line as he sometimes does.",
9848101838, negative,obama,twright,,
9848564431, negative, hcr,twright,,
9849328479, negative, conservatives,twright,,
9825117150, neutral, other,twright,,
9834782823, neutral, other,twright,,
9837763331, neutral, other,twright,,
9838960580, neutral, other,twright,,
9842280460,positive, hcr,twright,,
9835180142,positive,gop,twright,,
9841100565,negative, other,twright,"This is actually negative about the media, but it's impossible to tell how the person feels about #hcr from the comment.",
9846416933,negative, hcr,twright,,
9846978818,irrelevant, other,twright,,
10675472616,irrelevant,hcr,yjassal,,
10672520525,negative ,hcr,yjassal,,
10672580080,negative ,hcr,yjassal,,
10672589586,negative ,hcr,yjassal,,
10672718398,negative ,hcr,yjassal,,
10673334450,negative ,hcr,yjassal,,
10673694511,negative ,hcr,yjassal,,
10675424589,negative ,obama,yjassal,,
10675494766,negative ,hcr,yjassal,,
10671667680,positive,hcr,yjassal,,
10673984816,positive,hcr,yjassal,,
10668983238,neutral,obama,yjassal,,
10672202485,positive,hcr,yjassal,repeat of number 1481,
10672426195,neutral,hcr,yjassal,just a statement,
10672716600,positive,hcr,yjassal,seems like just a statement,
10673093798,positive,hcr,yjassal,,
10673677198,positive,hcr,yjassal,,
10674246778,positive,hcr,yjassal,,
10674648758,neutral,hcr,yjassal,,
10674805901,neutral,hcr,yjassal,,
10093494135,negative,hcr,jbaldridge,,
10123925624,positive,dems,jbaldridge,,
10126767359,negative,hcr,jbaldridge,,
10129689374,positive,hcr,jbaldridge,,
10131859408,negative,hcr,jbaldridge,,
10137147325,positive,hcr,jbaldridge,,
10141925056,negative,gop,jbaldridge,,
10147329064,positive,hcr,jbaldridge,,
10148344895,negative,hcr,jbaldridge,,
10157650687,positive,hcr,jbaldridge,,
10173124404,positive,hcr,jbaldridge,,
10173512216,neutral,other,jbaldridge,More to it than this...,
10175881418,irrelevant,other,jbaldridge,,
10177235823,positive,other,jbaldridge,Massa was forced to step down for opposing HCR,
10183676761,negative,hcr,jbaldridge,,
10184760037,negative,other,jbaldridge,,
10184996912,negative,other,jbaldridge,,
10186097163,negative,hcr,jbaldridge,,
10186529466,irrelevant,other,jbaldridge,,
10190189204,negative,hcr,jbaldridge,,
10190780801,neutral,conservatives,jbaldridge,,
10191128753,positive,teaparty,jbaldridge,,
10191610107,negative,gop,jbaldridge,,
10194949756,negative,hcr,jbaldridge,,
10195267629,negative,gop,jbaldridge,,
10195289564,positive,hcr,jbaldridge,,
10197843490,positive,hcr,jbaldridge,,
10198710610,negative,hcr,jbaldridge,,
10200067940,negative,dems,jbaldridge,,
10200780771,neutral,hcr,jbaldridge,,
10201340222,positive,hcr,jbaldridge,,
10201345542,positive,hcr,jbaldridge,,
10207278391,negative,gop,jbaldridge,,
10217638313,positive,dems,jbaldridge,,
10219422598,neutral,hcr,jbaldridge,,
10220339568,negative,dems,supadhyay,,
10222578286,neutral,hcr,supadhyay,"new-like, though biased due to hashtags",
10224035977,neutral,other,supadhyay,mostly news,
10224726043,negative,hcr,supadhyay,,
10224743194, negative,hcr,supadhyay,"Call to action to kill bill, negative undertones",
10224964847, neutral,hcr,supadhyay,news,
10227417998,negative,hcr,supadhyay,,
10228100333, neutral,hcr,supadhyay,news,
10228269523, neutral,other,supadhyay,"comments about rally, not the bill",
10228414987,neutral,other,supadhyay,,
10229513669,positive,hcr,supadhyay,,
10229690436,negative,other,supadhyay,towards the media,
10229717577,negative,gop,supadhyay,,
10230053536, neutral,hcr,supadhyay,,
10230061470,positive, liberals,supadhyay,,
10230265172,positive,hcr,supadhyay,,
10230296599,positive,hcr,supadhyay,User adds sarcasm with rhetorical question,
10230392099,positive,hcr,supadhyay,,
10230424543,negative,other,supadhyay,Seems user is complaining about coverage of rally,
10230568645,negative,other,supadhyay,,
10231225219,negative,other,supadhyay,,
10233769989,neutral,hcr,supadhyay,News,
10237797825,neutral,hcr,supadhyay,"News, with slight right lean",
10238105454,neutral,other,supadhyay,,
10238368065,neutral,hcr,supadhyay,,
10240419122,neutral,hcr,supadhyay,,
10245305385,neutral,hcr,supadhyay,"Informative, with slight positive lean",
10248233884,neutral,hcr,supadhyay,Information,
10248647273,negative,hcr,supadhyay,Subtle negativity towards size and uncertainty of bill ,
10250224563,unsure,hcr,supadhyay,,
10250921636,positive,hcr,supadhyay,,
10254212329, neutral,hcr,supadhyay,News,
10254232168,positive,hcr,supadhyay,Complex,
10254298807,unsure,hcr,supadhyay,Requires context of the deals referenced,
10255550089,irrelevant,gop,supadhyay,,
10256721514, negative,obama,supadhyay,,
10257202676,neutral,other,supadhyay,Reference to long lecture on Beck's show,
10258099448,negative,stupak,supadhyay,,
10272824326,irrelevant,hcr,supadhyay,,
10274296447,negative,hcr,supadhyay,See tweet above,
10274889692,,,,,
10281256232,,,,,
10281802632,,,,,
10283773153,,,,,
10284437216,,,,,
10284948756,,,,,
10286619614,,,,,
10289871260,,,,,
10289949077,,,,,
10291608886,,,,,
10292924155,,,,,
10293184518,,,,,
10293330451,,,,,
10294047245,,,,,
10294634461,,,,,
10295901219,,,,,
10295947441,,,,,
10296511881,,,,,
10297561575,,,,,
10298892587,,,,,
10300347443,,,,,
10301366437,,,,,
10301592376,,,,,
10301620697,,,,,
10301758918,,,,,
10302366828,,,,,
10302786393,,,,,
10302859658,,,,,
10303541213,,,,,
10303996531,,,,,
10304598962,,,,,
10305681633,,,,,
10306060050,,,,,
10306371646,,,,,
10306508612,,,,,
10306518893,,,,,
10307235841,,,,,
10307430649,,,,,
10307614488,,,,,
10307998058,,,,,
10311694997,,,,,
10315281714,,,,,
10315541760,,,,,
10320072801,,,,,
10322841934,,,,,
10323259129,,,,,
10324576677,,,,,
10324594204,,,,,
10324693207,,,,,
10325111046,,,,,
10325743340,,,,,
10326486743,,,,,
10327076225,,,,,
10327174452,,,,,
10327342978,,,,,
10327577867,,,,,
10327852201,,,,,
10328121630,,,,,
10328866396,,,,,
10329074501,,,,,
10329966650,,,,,
10331286695,,,,,
10331891288,,,,,
10332263404,,,,,
10333776630,,,,,
10334022640,,,,,
10334711500,,,,,
10334939587,,,,,
10335327415,,,,,
10335367999,,,,,
10335973190,,,,,
10336856985,,,,,
10338022633,,,,,
10338205525,,,,,
10338618152,,,,,
10338755303,,,,,
10339226679,,,,,
10339322890,,,,,
10339528439,,,,,
10339985243,,,,,
10340143555,,,,,
10341206524,,,,,
10341221833,,,,,
10341758483,,,,,
10342448419,,,,,
10343021968,,,,,
10343093267,,,,,
10345049224,,,,,
10345083578,,,,,
10345186562,,,,,
10345586077,,,,,
10346064299,,,,,
10348554260,,,,,
10348657388,,,,,
10348663313,,,,,
10349354346,,,,,
10349783375,,,,,
10349972298,,,,,
10351118904,,,,,
10351410520,,,,,
10352167268,,,,,
10352611181,,,,,
10352801937,,,,,
10352886115,,,,,
10353768441,,,,,
10354019534,,,,,
10354251845,,,,,
10354847590,,,,,
10355970971,,,,,
10356589854,,,,,
10356712283,,,,,
10357259695,,,,,
10359623965,,,,,
10362009728,,,,,
10362095890,,,,,
10363604836,,,,,
10366050199,,,,,
10369393281,,,,,
10369471663,,,,,
10369546614,,,,,
10371093764,,,,,
10371668387,,,,,
10372323021,,,,,
10372820071,,,,,
10373858650,,,,,
10373893290,,,,,
10374312140,,,,,
10374411107,,,,,
10374468561,,,,,
10374937450,,,,,
10375793112,,,,,
10376757526,,,,,
10379025692,,,,,
10379449188,,,,,
10379564365,,,,,
10379629707,,,,,
10380589467,,,,,
10380628271,,,,,
10380902033,,,,,
10380999704,,,,,
10381470456,,,,,
10381590000,,,,,
10381660370,,,,,
10381666083,,,,,
10382304904,,,,,
10382977129,,,,,
10384291010,,,,,
10384870189,,,,,
10385737935,,,,,
10385892939,,,,,
10387133061,,,,,
10387145265,,,,,
10387242131,,,,,
10388218513,,,,,
10388536799,,,,,
10389012689,,,,,
10389048348,,,,,
10389197514,,,,,
10391002850,,,,,
10392758589,,,,,
10392762099,,,,,
10392967512,,,,,
10393195855,,,,,
10393554327,,,,,
10394943858,,,,,
10396049039,,,,,
10396118851,,,,,
10396120179,,,,,
10396919174,,,,,
10397805121,,,,,
10397953755,,,,,
10398620127,,,,,
10399556451,,,,,
10399918162,,,,,
10400439811,,,,,
10402979904,,,,,
10403031418,,,,,
10403892536,,,,,
10404781089,,,,,
10406005207,,,,,
10406251808,,,,,
10406903338,,,,,
10407210999,,,,,
10411875328,,,,,
10415227579,,,,,
10415250253,,,,,
10418549503,,,,,
10418836122,,,,,
10419760986,,,,,
10420892862,,,,,
10423030844,,,,,
10425709654,,,,,
10427191662,,,,,
10427525953,,,,,
10429238995,,,,,
10430599758,,,,,
10431778817,,,,,
10432060379,,,,,
10432369277,,,,,
10432687747,,,,,
10434006141,,,,,
10435173998,,,,,
10436027964,,,,,
10436635890,,,,,
10437659635,,,,,
10439214584,,,,,
10439564997,,,,,
10439720405,,,,,
10440778261,,,,,
10442607468,,,,,
10443643947,,,,,
10447054321,,,,,
10447838987,,,,,
10448280281,,,,,
10448362276,,,,,
10449199596,,,,,
10449519580,,,,,
10449540527,,,,,
10450770346,,,,,
10451709965,,,,,
10453873432,,,,,
10455369805,,,,,
10460753961,,,,,
10460877488,,,,,
10464969297,,,,,
10465172457,,,,,
10466869597,,,,,
10469449834,,,,,
10469663815,,,,,
10470673493,,,,,
10471850763,,,,,
10472689052,,,,,
10473048978,,,,,
10473848136,,,,,
10473926021,,,,,
10474057956,,,,,
10474198125,,,,,
10474600747,,,,,
10476786640,,,,,
10477862391,,,,,
10478745937,,,,,
10479156824,,,,,
10479500443,,,,,
10479953202,,,,,
10481172337,,,,,
10481250370,,,,,
10481267896,,,,,
10481733885,,,,,
10482516369,,,,,
10482689529,,,,,
10484012353,,,,,
10484581799,,,,,
10485070818,,,,,
10485325977,,,,,
10486326206,,,,,
10486661475,,,,,
10487246440,,,,,
10487255543,,,,,
10487333527,,,,,
10487414223,,,,,
10487686085,,,,,
10487846626,,,,,
10490057029,,,,,
10491366802,,,,,
10491388069,,,,,
10491780099,,,,,
10495786626,,,,,
10496569463,,,,,
10497327231,,,,,
10497651618,,,,,
10497860395,,,,,
10497878126,,,,,
10499285097,,,,,
10499344245,,,,,
10499700332,,,,,
10500661897,,,,,
10501037951,,,,,
10501288583,,,,,
10501727546,,,,,
10501793906,,,,,
10501862780,,,,,
10502022511,,,,,
10502287284,,,,,
10502287491,,,,,
10502332942,,,,,
10502672235,,,,,
10503172669,,,,,
10503650990,,,,,
10503686999,,,,,
10505213782,,,,,
10505482144,,,,,
10507476482,,,,,
10511146944,,,,,
10512580437,,,,,
10512592957,,,,,
10512897795,,,,,
10513099310,,,,,
10513151100,,,,,
10514160496,,,,,
10514196128,,,,,
10514465628,,,,,
10514916966,,,,,
10515106378,,,,,
10515561404,,,,,
10515673255,,,,,
10515872723,,,,,
10516895874,,,,,
10517107776,,,,,
10517149588,,,,,
10518726989,,,,,
10519777239,,,,,
10520921386,,,,,
10520936740,,,,,
10520990884,,,,,
10521104803,,,,,
10521232416,,,,,
10521639319,,,,,
10522387509,,,,,
10522854932,,,,,
10523665318,,,,,
10523800314,,,,,
10523832200,,,,,
10523891043,,,,,
10525080996,,,,,
10525155943,,,,,
10525291370,,,,,
10525331100,,,,,
10526001178,,,,,
10526104547,,,,,
10527236042,,,,,
10527324230,,,,,
10527808657,,,,,
10527812587,,,,,
10528140679,,,,,
10528185386,,,,,
10528575655,,,,,
10528780489,,,,,
10528956185,,,,,
10528966389,,,,,
10529068629,,,,,
10529085764,,,,,
10529261576,,,,,
10529585499,,,,,
10530748146,,,,,
10530958219,,,,,
10531198275,,,,,
10531256216,,,,,
10531315378,,,,,
10531611559,,,,,
10531826741,,,,,
10531860624,,,,,
10532017083,,,,,
10532019954,,,,,
10532286402,,,,,
10532732082,,,,,
10532806802,,,,,
10532897676,,,,,
10533332472,,,,,
10533385176,,,,,
10533476076,,,,,
10533613882,,,,,
10534350507,,,,,
10534376554,,,,,
10534580106,,,,,
10534781394,,,,,
10534804574,,,,,
10535100953,,,,,
10535145822,,,,,
10535192742,,,,,
10535511967,,,,,
10535892603,,,,,
10536267900,,,,,
10536301950,,,,,
10536385712,,,,,
10536485532,,,,,
10536519475,,,,,
10536628103,,,,,
10536702717,,,,,
10536948405,,,,,
10537069821,,,,,
10537120746,,,,,
10537212361,,,,,
10537427003,,,,,
10537539158,,,,,
10537615181,,,,,
10537617376,,,,,
10537757391,,,,,
10537917246,,,,,
10538196744,,,,,
10538702979,,,,,
10539265344,,,,,
10539914475,,,,,
10540399722,,,,,
10540495796,,,,,
10540506592,,,,,
10540735471,,,,,
10540805506,,,,,
10540980776,,,,,
10541048161,,,,,
10541076582,,,,,
10541096104,,,,,
10541691355,,,,,
10541696720,,,,,
10542466888,,,,,
10543867412,,,,,
10544571840,,,,,
10545448264,,,,,
10546199100,,,,,
10546559993,,,,,
10547785363,,,,,
10547909394,,,,,
10547997432,,,,,
10548141937,,,,,
10548794364,,,,,
10549456279,,,,,
10549905669,,,,,
10550810190,,,,,
10553073664,,,,,
10553268983,,,,,
10555607232,,,,,
10556432948,,,,,
10556827561,,,,,
10557090077,,,,,
10557425212,,,,,
10557789115,,,,,
10558252753,,,,,
10561677867,,,,,
10562234338,,,,,
10563885482,,,,,
10563905686,,,,,
10565277204,,,,,
10565498177,,,,,
10565960290,,,,,
10566234757,,,,,
10566352716,,,,,
10566360771,,,,,
10567595827,,,,,
10567804048,,,,,
10568692371,,,,,
10568780976,,,,,
10568822512,,,,,
10569016384,,,,,
10569037303,,,,,
10570302974,,,,,
10570665206,,,,,
10570967880,,,,,
10571087174,,,,,
10571244382,,,,,
10571499789,,,,,
10571706043,,,,,
10571963569,,,,,
10572021099,,,,,
10572123232,,,,,
10572296361,,,,,
10572670133,,,,,
10574096702,,,,,
10574199045,,,,,
10574768744,,,,,
10575710586,,,,,
10576649242,,,,,
10577306249,,,,,
10577440889,,,,,
10577566193,,,,,
10577676422,,,,,
10578196800,,,,,
10578648601,,,,,
10578762532,,,,,
10578774358,,,,,
10578789696,,,,,
10579164644,,,,,
10579191627,,,,,
10579232040,,,,,
10579380293,,,,,
10579425965,,,,,
10579487073,,,,,
10579638794,,,,,
10579652998,,,,,
10579659605,,,,,
10579697668,,,,,
10579922466,,,,,
10579962687,,,,,
10580364122,,,,,
10580550395,,,,,
10580557566,,,,,
10580706759,,,,,
10580802775,,,,,
10580968705,,,,,
10581207864,,,,,
10581591248,,,,,
10581695960,,,,,
10581888500,,,,,
10582146208,,,,,
10582153138,,,,,
10582216625,,,,,
10582342410,,,,,
10582838721,,,,,
10583016280,,,,,
10583027129,,,,,
10583254126,,,,,
10583281130,,,,,
10583724253,,,,,
10584102421,,,,,
10584302657,,,,,
10584664242,,,,,
10584941838,,,,,
10584975455,,,,,
10585100612,,,,,
10585249547,,,,,
10585732559,,,,,
10586059958,,,,,
10586141790,,,,,
10586255596,,,,,
10586333759,,,,,
10586528851,,,,,
10586564744,,,,,
10586623033,,,,,
10586772680,,,,,
10587025502,,,,,
10587372640,,,,,
10587433629,,,,,
10587899737,,,,,
10587987087,,,,,
10588068253,,,,,
10588152066,,,,,
10588359608,,,,,
10588380905,,,,,
10588536749,,,,,
10588591460,,,,,
10589080574,,,,,
10589235778,,,,,
10589667379,,,,,
10590561534,,,,,
10590840234,,,,,
10590867803,,,,,
10591302654,,,,,
10591546999,,,,,
10591680620,,,,,
10592153808,,,,,
10592661780,,,,,
10593298089,,,,,
10593946341,,,,,
10594092853,,,,,
10594773087,,,,,
10594882571,,,,,
10595242528,,,,,
10596508046,,,,,
10597366336,,,,,
10599267369,,,,,
10600556168,,,,,
10601362009,,,,,
10601666652,,,,,
10602613605,,,,,
10603048150,,,,,
10603300859,,,,,
10603393689,,,,,
10603813429,,,,,
10603960937,,,,,
10604127736,,,,,
10604246743,,,,,
10604914174,,,,,
10606495330,,,,,
10607373100,,,,,
10621891044,,,,,
10625030774,,,,,
10627413312,,,,,
10629212377,,,,,
10629637495,,,,,
10629683968,,,,,
10629717311,,,,,
10630073143,,,,,
10630763756,,,,,
10630800100,,,,,
10630854190,,,,,
10630944980,,,,,
10630981540,,,,,
10632177453,,,,,
10632446730,,,,,
10632593757,,,,,
10633500018,,,,,
10633556930,,,,,
10633721763,,,,,
10633833545,,,,,
10633835365,,,,,
10633944638,,,,,
10634021751,,,,,
10634533670,,,,,
10634993174,,,,,
10635003787,,,,,
10635067089,,,,,
10635106351,,,,,
10635155881,,,,,
10635429097,,,,,
10635815544,,,,,
10635859502,,,,,
10635902648,,,,,
10635954980,,,,,
10635984811,,,,,
10635992619,,,,,
10636009255,,,,,
10636269975,,,,,
10636604684,,,,,
10636766741,,,,,
10636910580,,,,,
10636997696,,,,,
10637118961,,,,,
10637208671,,,,,
10637330558,,,,,
10637433302,,,,,
10637655709,,,,,
10637768413,,,,,
10637815231,,,,,
10637964380,,,,,
10638123039,,,,,
10638361220,,,,,
10638481318,,,,,
10638484962,,,,,
10638704941,,,,,
10638831129,,,,,
10638854598,,,,,
10638990799,,,,,
10639025656,,,,,
10639270035,,,,,
10639551337,,,,,
10639781642,,,,,
10639952627,,,,,
10639960242,,,,,
10640153620,,,,,
10640494526,,,,,
10640541691,,,,,
10640625618,,,,,
10641059392,,,,,
10641103411,,,,,
10641192076,,,,,
10641209755,,,,,
10641919078,,,,,
10642469904,,,,,
10642615079,,,,,
10642629502,,,,,
10642667713,,,,,
10642866742,,,,,
10642987431,,,,,
10642989317,,,,,
10643666948,,,,,
10644985727,,,,,
10646390543,,,,,
10646504256,,,,,
10647134981,,,,,
10647201653,,,,,
10647238500,,,,,
10647748288,,,,,
10648168033,,,,,
10648290698,,,,,
10648460352,,,,,
10648510472,,,,,
10648630221,,,,,
10648686196,,,,,
10649072241,,,,,
10650391027,,,,,
10650561533,,,,,
